age,worktype,edu,time_edu,marrytyoe,job,relative,people,sex,income,lost,timeperweek,country,incomes
22,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,2176,0,25,United-States,<=50K.
33,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K.
42,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K.
36,Private,Some-college,10,Divorced,Machine-op-inspct,Own-child,Other,Male,0,0,40,Mexico,<=50K.
41,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K.
39,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K.
63,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K.
52,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,Cuba,>50K.
36,Private,10th,6,Never-married,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K.
27,Private,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,42,Mexico,<=50K.
19,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,15,Germany,<=50K.
66,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K.
74,State-gov,Some-college,10,Widowed,Exec-managerial,Not-in-family,Black,Male,15831,0,40,United-States,>50K.
17,?,9th,5,Never-married,?,Own-child,White,Male,0,0,5,United-States,<=50K.
37,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K.
52,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,India,>50K.
21,?,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K.
44,Private,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,0,2559,40,United-States,>50K.
24,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1876,65,United-States,<=50K.
19,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,18,United-States,<=50K.
31,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,45,United-States,<=50K.
42,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K.
35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,15,United-States,>50K.
35,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K.
26,State-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,80,United-States,<=50K.
39,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K.
38,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K.
39,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K.
35,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,40,United-States,>50K.
40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,45,United-States,<=50K.
64,Private,Prof-school,15,Widowed,Prof-specialty,Not-in-family,White,Female,0,2444,40,United-States,>50K.
22,?,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K.
49,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1672,45,Ireland,<=50K.
26,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,<=50K.
38,?,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,25,United-States,<=50K.
44,Private,5th-6th,3,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K.
34,Self-emp-inc,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Male,15020,0,50,United-States,>50K.
54,Private,Some-college,10,Widowed,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K.
22,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,<=50K.
64,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K.
22,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K.
40,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K.
36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5178,0,40,United-States,>50K.
20,?,HS-grad,9,Never-married,?,Other-relative,White,Male,0,0,40,United-States,<=50K.
49,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K.
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K.
48,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K.
27,Private,12th,8,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K.
30,Private,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K.
22,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,28,United-States,<=50K.
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K.
53,Private,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K.
32,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K.
48,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K.
40,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K.
24,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K.
35,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K.
35,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K.
17,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,15,United-States,<=50K.
28,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K.
30,Private,HS-grad,9,Separated,Transport-moving,Unmarried,Black,Male,1506,0,80,United-States,<=50K.
37,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,2174,0,50,United-States,<=50K.
23,Private,HS-grad,9,Never-married,Sales,Other-relative,Black,Male,0,0,40,Jamaica,<=50K.
17,Private,10th,6,Never-married,Sales,Own-child,White,Female,0,0,22,United-States,<=50K.
47,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K.
43,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K.
39,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,1485,40,United-States,>50K.
37,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Columbia,<=50K.
23,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,0,0,35,United-States,<=50K.
41,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K.
22,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K.
30,?,Bachelors,13,Married-spouse-absent,?,Not-in-family,White,Female,0,0,35,United-States,<=50K.
39,Private,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Female,0,2559,60,England,>50K.
65,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K.
61,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,63,United-States,>50K.
20,Private,12th,8,Never-married,Other-service,Not-in-family,White,Male,0,0,30,Mexico,<=50K.
37,Local-gov,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,2977,0,55,United-States,<=50K.
39,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K.
27,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K.
32,Self-emp-not-inc,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K.
54,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K.
39,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K.
17,Private,11th,7,Never-married,Other-service,Other-relative,Black,Male,0,0,20,United-States,<=50K.
23,Private,HS-grad,9,Never-married,Sales,Not-in-family,Black,Female,0,0,27,?,<=50K.
19,Private,11th,7,Never-married,Sales,Unmarried,White,Female,0,0,25,United-States,<=50K.
55,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K.
36,Private,Assoc-acdm,12,Separated,Tech-support,Not-in-family,White,Female,0,0,3,United-States,<=50K.
27,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K.
23,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K.
38,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,United-States,<=50K.
22,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K.
31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K.
53,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K.
67,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K.
42,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,United-States,>50K.
29,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,?,<=50K.
31,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,1504,40,United-States,<=50K.
22,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K.
50,Private,HS-grad,9,Widowed,Adm-clerical,Other-relative,Black,Female,0,0,40,United-States,<=50K.
41,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K.
68,?,Bachelors,13,Widowed,?,Not-in-family,White,Female,0,0,2,United-States,<=50K.
42,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K.
20,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K.
18,Private,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K.
31,Private,7th-8th,4,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,20,Mexico,<=50K.
56,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K.
23,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K.
45,?,Assoc-voc,11,Never-married,?,Other-relative,White,Female,0,0,32,United-States,<=50K.
22,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K.
23,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,46,United-States,<=50K.
54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K.
34,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,United-States,>50K.
36,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,10,United-States,<=50K.
29,Private,Assoc-voc,11,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K.
67,Private,9th,5,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,6,United-States,<=50K.
48,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,>50K.
53,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,46,United-States,>50K.
42,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,50,United-States,>50K.
56,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,<=50K.
20,?,Some-college,10,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50K.
40,Private,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0,0,40,United-States,<=50K.
55,State-gov,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,10520,0,40,United-States,>50K.
61,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K.
35,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K.
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Portugal,<=50K.
32,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K.
19,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K.
21,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K.
39,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,40,United-States,>50K.
22,Private,HS-grad,9,Separated,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K.
23,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K.
49,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,70,United-States,<=50K.
57,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,32,United-States,<=50K.
49,Local-gov,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Italy,<=50K.
34,Private,10th,6,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,4,United-States,<=50K.
46,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,United-States,<=50K.
26,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K.
38,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,41,United-States,<=50K.
59,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K.
24,Private,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K.
26,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K.
41,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K.
27,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,<=50K.
23,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K.
19,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K.
39,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K.
46,Private,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,7298,0,40,United-States,>50K.
28,Self-emp-not-inc,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K.
62,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K.
28,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K.
35,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K.
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,<=50K.
53,Self-emp-inc,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,>50K.
29,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K.
17,Private,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,8,United-States,<=50K.
45,Local-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,<=50K.
20,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K.
27,?,Some-college,10,Never-married,?,Unmarried,White,Female,0,0,40,United-States,<=50K.
59,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K.
37,Private,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K.
27,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K.
29,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K.
26,?,Some-college,10,Divorced,?,Other-relative,White,Female,0,0,35,United-States,<=50K.
63,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K.
39,Private,Some-college,10,Divorced,Craft-repair,Own-child,White,Female,0,0,50,United-States,>50K.
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K.
20,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K.
53,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K.
49,?,10th,6,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K.
35,Federal-gov,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,<=50K.
40,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K.
50,?,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,>50K.
35,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K.
38,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K.
47,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K.
32,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,40,United-States,>50K.
43,Self-emp-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,60,United-States,>50K.
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K.
33,Private,HS-grad,9,Separated,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K.
23,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,45,United-States,<=50K.
50,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K.
60,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,6849,0,50,United-States,<=50K.
56,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K.
37,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K.
57,Private,10th,6,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,64,United-States,<=50K.
22,Private,Assoc-voc,11,Never-married,Other-service,Other-relative,Black,Male,0,0,52,United-States,<=50K.
48,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,48,United-States,>50K.
27,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K.
18,Self-emp-not-inc,12th,8,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,<=50K.
41,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K.
33,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K.
51,Private,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K.
33,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K.
25,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,<=50K.
55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K.
29,Private,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,0,70,United-States,<=50K.
24,?,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,41,United-States,<=50K.
41,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K.
29,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K.
39,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,50,United-States,>50K.
35,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,48,United-States,>50K.
20,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K.
41,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K.
26,Self-emp-inc,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,80,United-States,<=50K.
44,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K.
32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K.
35,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K.
59,State-gov,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,38,United-States,<=50K.
61,State-gov,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Germany,<=50K.
20,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,43,United-States,<=50K.
58,Private,12th,8,Divorced,Transport-moving,Unmarried,Black,Male,0,0,45,United-States,>50K.
48,Self-emp-not-inc,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K.
26,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K.
28,State-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K.
48,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,99999,0,40,United-States,>50K.
45,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K.
18,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,1055,0,40,United-States,<=50K.
23,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K.
31,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K.
19,?,HS-grad,9,Never-married,?,Own-child,Black,Male,0,0,20,United-States,<=50K.
35,Private,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,32,United-States,<=50K.
22,Self-emp-not-inc,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K.
32,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,60,United-States,<=50K.
69,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K.
39,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,43,United-States,>50K.
21,?,Some-college,10,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,0,0,15,?,<=50K.
22,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,4416,0,40,United-States,<=50K.
52,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,36,United-States,<=50K.
44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K.
22,Private,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K.
49,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K.
51,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K.
27,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,China,<=50K.
34,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K.
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,<=50K.
22,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,2339,40,India,<=50K.
68,Private,11th,7,Widowed,Machine-op-inspct,Not-in-family,Black,Female,0,1870,35,United-States,<=50K.
31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,73,United-States,<=50K.
22,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K.
62,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K.
28,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K.
46,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0,1977,60,United-States,>50K.
49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K.
40,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K.
54,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,<=50K.
24,Private,9th,5,Never-married,Craft-repair,Other-relative,Other,Male,0,0,58,Guatemala,<=50K.
27,Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K.
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K.
19,Private,Some-college,10,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Male,0,0,42,United-States,<=50K.
27,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4386,0,40,United-States,>50K.
39,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,50,El-Salvador,<=50K.
29,?,Bachelors,13,Married-spouse-absent,?,Not-in-family,White,Male,0,0,50,United-States,<=50K.
29,Private,12th,8,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,50,China,<=50K.
44,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States,>50K.
51,State-gov,Doctorate,16,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,>50K.
37,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K.
56,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K.
